	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	track_name	artist	genre
10	0.383	0.02	0	-32.809	1	0.0484	0.996	0.938	0.106	0.219	66.983	68440	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XI (Allegretto)	Ludwig van Beethoven	CLASSICAL
11	0.167	0.163	0	-28.749	1	0.0421	0.99	0.929	0.107	0.2	162.512	56893	3	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XII (Un poco più moto)	Ludwig van Beethoven	CLASSICAL
12	0.604	0.0634	7	-18.314	1	0.158	0.982	0.861	0.102	0.589	148.532	65960	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XIII (Vivace)	Ludwig van Beethoven	CLASSICAL
13	0.442	0.00227	0	-22.42	1	0.136	0.993	0.944	0.0767	0.126	65.826	316533	3	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XIV (Grave e maestoso)	Ludwig van Beethoven	CLASSICAL
14	0.533	0.133	7	-28.686	1	0.0719	0.996	0.951	0.126	0.867	115.059	35147	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XV (Presto scherzando)	Ludwig van Beethoven	CLASSICAL
15	0.349	0.269	0	-18.003	1	0.0328	0.989	0.914	0.187	0.655	124.208	62693	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XVI (Allegro)	Ludwig van Beethoven	CLASSICAL
16	0.362	0.29	0	-18.603	1	0.0328	0.96	0.93	0.158	0.67	133.503	62600	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XVII	Ludwig van Beethoven	CLASSICAL
17	0.303	0.0547	0	-30.531	1	0.0547	0.995	0.915	0.0937	0.29	149.129	88467	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XVIII (Poco moderato)	Ludwig van Beethoven	CLASSICAL
18	0.287	0.272	0	-17.561	1	0.0408	0.994	0.819	0.129	0.714	126.242	49227	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XIX (Presto)	Ludwig van Beethoven	CLASSICAL
19	0.485	0.00196	0	-42.892	1	0.398	0.996	0.964	0.103	0.0786	133.029	126547	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XX (Andante)	Ludwig van Beethoven	CLASSICAL
20	0.215	0.269	0	-18.984	1	0.0487	0.994	0.886	0.114	0.386	153.451	66613	3	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXI (Allegro con brio - Meno allegro - Tempo I)	Ludwig van Beethoven	CLASSICAL
21	0.817	0.0401	7	-19.349	1	0.0448	0.995	0.672	0.129	0.533	95.498	45840	4	"33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXII (Allegro molto): Alla ""Notte e giorno faticar"" di Mozart"	Ludwig van Beethoven	CLASSICAL
22	0.288	0.206	0	-19.914	1	0.0402	0.988	0.943	0.166	0.803	170.507	51240	3	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXIII (Allegro assai)	Ludwig van Beethoven	CLASSICAL
23	0.43	0.00908	0	-36.64	1	0.0563	0.996	0.941	0.0656	0.375	129.02	194507	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXIV: Fughetta (Andante)	Ludwig van Beethoven	CLASSICAL
24	0.505	0.122	2	-24.899	0	0.0372	0.995	0.96	0.115	0.8	85.126	47053	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXV (Allegro)	Ludwig van Beethoven	CLASSICAL
25	0.386	0.0883	0	-31.699	1	0.0619	0.993	0.904	0.117	0.443	82.237	73827	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXVI	Ludwig van Beethoven	CLASSICAL
26	0.33	0.169	0	-21.363	1	0.0314	0.979	0.905	0.151	0.692	102.885	56813	3	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXVII (Vivace)	Ludwig van Beethoven	CLASSICAL
27	0.608	0.434	7	-17.149	1	0.382	0.995	0.764	0.115	0.449	81.135	52133	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXVIII (Allegro)	Ludwig van Beethoven	CLASSICAL
28	0.482	0.00482	5	-35.014	0	0.0669	0.994	0.971	0.0767	0.352	127.504	87960	5	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXIX (Adagio ma non troppo)	Ludwig van Beethoven	CLASSICAL
29	0.432	0.00392	1	-36.16	1	0.0464	0.995	0.959	0.0888	0.215	88.792	126280	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXX (Andante, sempre cantabile)	Ludwig van Beethoven	CLASSICAL
30	0.294	0.0299	0	-29.533	0	0.0434	0.994	0.927	0.076	0.0649	97.478	305200	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXXI (Largo, molto espressivo)	Ludwig van Beethoven	CLASSICAL
31	0.255	0.425	0	-18.072	0	0.0408	0.99	0.84	0.108	0.153	147.968	171107	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXXII: Fuga (Allegro - Poco adagio)	Ludwig van Beethoven	CLASSICAL
32	0.415	0.0385	0	-28.821	1	0.0487	0.994	0.923	0.0671	0.145	122.448	249387	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXXIII (Tempo di minuetto moderato, ma non tirarsi dietro)	Ludwig van Beethoven	CLASSICAL
33	0.337	0.0282	3	-29.625	1	0.0485	0.994	0.874	0.0679	0.124	130.138	147000	4	11 Bagatelles, Op. 119: 1. Allegretto	Ludwig van Beethoven	CLASSICAL
34	0.45	0.128	0	-24.789	1	0.038	0.992	0.918	0.122	0.461	113.011	47000	4	11 Bagatelles, Op. 119: 2. Andante con moto	Ludwig van Beethoven	CLASSICAL
35	0.375	0.144	2	-20.43	1	0.0441	0.99	0.832	0.213	0.428	114.394	79000	5	11 Bagatelles, Op. 119: 3. à l'Allemande	Ludwig van Beethoven	CLASSICAL
36	0.387	0.0336	9	-33.517	1	0.0422	0.996	0.925	0.0767	0.498	97.92	85000	4	11 Bagatelles, Op. 119: 4. Andante cantabile	Ludwig van Beethoven	CLASSICAL
37	0.45	0.239	0	-15.949	0	0.0459	0.986	0.815	0.128	0.184	81.027	66000	4	11 Bagatelles, Op. 119: 5. Risoluto	Ludwig van Beethoven	CLASSICAL
38	0.425	0.0514	7	-31.803	1	0.0465	0.995	0.945	0.107	0.333	120.05	94000	4	11 Bagatelles, Op. 119: 6. Andante - Allegretto leggiermente	Ludwig van Beethoven	CLASSICAL
39	0.412	0.132	2	-22.628	0	0.0495	0.991	0.945	0.122	0.182	126.329	53000	4	11 Bagatelles, Op. 119: 7. Allegro ma non troppo	Ludwig van Beethoven	CLASSICAL
40	0.429	0.00592	0	-32.919	1	0.0507	0.996	0.922	0.0869	0.124	84.745	100000	4	11 Bagatelles, Op. 119: 8. Moderato cantabile	Ludwig van Beethoven	CLASSICAL
41	0.309	0.0188	2	-29.822	0	0.0583	0.992	0.905	0.08	0.1	66.568	47000	5	11 Bagatelles, Op. 119: 9. Vivace moderato	Ludwig van Beethoven	CLASSICAL
42	0.439	0.00881	5	-34.628	1	0.0613	0.993	0.962	0.0751	0.106	74.242	99000	4	11 Bagatelles, Op. 119: 11. Andante, ma non troppo	Ludwig van Beethoven	CLASSICAL
43	0.312	0.134	3	-20.625	1	0.0372	0.967	0.877	0.0986	0.115	123.507	1233917	4	"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 1. Allegro"	Ludwig van Beethoven	CLASSICAL
44	0.192	0.00743	11	-35.067	1	0.039	0.975	0.906	0.0936	0.0491	78.625	547093	4	"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso"	Ludwig van Beethoven	CLASSICAL
45	0.294	0.167	3	-20.114	1	0.0335	0.965	0.921	0.129	0.138	86.256	611632	4	"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 3. Rondo. Allegro"	Ludwig van Beethoven	CLASSICAL
46	0.345	0.0873	0	-23.337	1	0.0354	0.98	0.867	0.117	0.13	151.55	1067000	4	Piano Concerto No. 1 in C Major, Op. 15: 1. Allegro con brio	Ludwig van Beethoven	CLASSICAL
47	0.284	0.0227	8	-27.648	1	0.0398	0.982	0.868	0.101	0.084	143.451	627000	4	Piano Concerto No. 1 in C Major, Op. 15: 2. Largo	Ludwig van Beethoven	CLASSICAL
48	0.381	0.145	0	-23.231	1	0.0318	0.975	0.878	0.0566	0.426	144.312	527000	4	Piano Concerto No. 1 in C Major, Op. 15: 3. Rondo. Allegro scherzando	Ludwig van Beethoven	CLASSICAL
49	0.394	0.0777	0	-21.005	0	0.0394	0.989	0.868	0.0798	0.34	119.352	321187	3	Piano Sonata No. 5 in C Minor, Op. 10 No. 1: 1. Allegro molto e con brio	Ludwig van Beethoven	CLASSICAL
0	0.735	0.466	0	-17.047	1	0.0459	0.984	0.911	0.103	0.971	138.186	46880	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Tema. Vivace	Ludwig van Beethoven	CLASSICAL
1	0.628	0.255	0	-15.94	1	0.0422	0.98	0.892	0.286	0.664	107.363	75040	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 1. Alla marcia maestoso	Ludwig van Beethoven	CLASSICAL
2	0.416	0.179	0	-29.565	1	0.0452	0.988	0.89	0.188	0.968	101.811	45173	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 2. Poco allegro	Ludwig van Beethoven	CLASSICAL
3	0.313	0.0461	0	-28.849	1	0.0379	0.993	0.812	0.127	0.539	73.816	89720	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 3. L’istesso tempo	Ludwig van Beethoven	CLASSICAL
4	0.195	0.204	0	-19.003	1	0.0352	0.97	0.925	0.249	0.386	176.569	70707	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 4. Un poco più vivace	Ludwig van Beethoven	CLASSICAL
5	0.397	0.169	0	-17.951	1	0.0409	0.988	0.934	0.232	0.303	111.572	51693	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 5. Allegro vivace	Ludwig van Beethoven	CLASSICAL
6	0.312	0.251	0	-17.81	1	0.031	0.967	0.904	0.172	0.473	137.311	88667	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 6. Allegro ma non troppo e serioso	Ludwig van Beethoven	CLASSICAL
7	0.296	0.292	0	-16.116	1	0.0358	0.933	0.94	0.0956	0.39	67.678	61147	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 7. Un poco più allegro	Ludwig van Beethoven	CLASSICAL
8	0.374	0.0529	7	-29.557	1	0.0331	0.984	0.897	0.106	0.347	64.808	77773	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 8. Poco vivace	Ludwig van Beethoven	CLASSICAL
9	0.576	0.276	8	-18.605	1	0.0476	0.981	0.857	0.128	0.578	79.6	99387	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 9. Allegro pesante e risoluto	Ludwig van Beethoven	CLASSICAL
10	0.442	0.475	0	-18.048	1	0.0329	0.975	0.883	0.214	0.966	86.558	36040	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 10. Presto	Ludwig van Beethoven	CLASSICAL
11	0.291	0.0457	0	-29.485	1	0.0405	0.995	0.906	0.235	0.243	143.373	66267	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 11. Allegretto	Ludwig van Beethoven	CLASSICAL
12	0.186	0.185	0	-26.749	1	0.0324	0.976	0.809	0.113	0.206	165.437	54987	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 12. Un poco più moto	Ludwig van Beethoven	CLASSICAL
13	0.563	0.1	7	-17.243	1	0.298	0.976	0.818	0.11	0.448	162.804	56387	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 13. Vivace	Ludwig van Beethoven	CLASSICAL
14	0.402	0.0192	0	-21.431	1	0.0491	0.989	0.912	0.108	0.0944	73.792	190440	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 14. Grave e maestoso	Ludwig van Beethoven	CLASSICAL
15	0.447	0.162	0	-26.665	1	0.0421	0.991	0.895	0.132	0.674	122.265	33480	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 15. Presto scherzando	Ludwig van Beethoven	CLASSICAL
16	0.355	0.312	0	-18.408	1	0.0303	0.967	0.897	0.0938	0.63	137.03	57067	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 16. Allegro	Ludwig van Beethoven	CLASSICAL
17	0.495	0.314	0	-18.322	1	0.0307	0.944	0.906	0.15	0.587	70.502	61373	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 17. Allegro	Ludwig van Beethoven	CLASSICAL
18	0.415	0.12	0	-25.814	1	0.048	0.99	0.909	0.0923	0.324	127.047	106733	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 18. Poco moderato	Ludwig van Beethoven	CLASSICAL
19	0.347	0.278	0	-20.819	1	0.042	0.98	0.841	0.225	0.947	110.483	57107	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 19. Presto	Ludwig van Beethoven	CLASSICAL
20	0.505	0.00366	0	-36.498	1	0.324	0.995	0.966	0.0834	0.122	80.633	112733	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 20. Andante	Ludwig van Beethoven	CLASSICAL
21	0.324	0.193	0	-19.511	1	0.0284	0.989	0.877	0.11	0.744	94.571	57360	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 21. Allegro con brio. Meno allegro	Ludwig van Beethoven	CLASSICAL
22	0.704	0.101	0	-20.242	1	0.048	0.992	0.935	0.17	0.579	115.156	37840	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 22. Allegro molto, alla ‘Notte e giorno faticar’ di Mozart	Ludwig van Beethoven	CLASSICAL
23	0.335	0.332	0	-18.28	1	0.0367	0.978	0.879	0.285	0.914	160.413	49040	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 23. Allegro assai	Ludwig van Beethoven	CLASSICAL
24	0.292	0.136	0	-26.26	1	0.0398	0.993	0.877	0.128	0.383	101.227	126253	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 24. Fughetta. Andante	Ludwig van Beethoven	CLASSICAL
25	0.315	0.201	0	-22.62	0	0.0287	0.977	0.852	0.14	0.964	143.772	40773	1	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 25. Allegro	Ludwig van Beethoven	CLASSICAL
26	0.202	0.132	0	-26.748	1	0.0346	0.985	0.953	0.118	0.286	167.216	74200	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 26. Piacevole	Ludwig van Beethoven	CLASSICAL
27	0.409	0.286	0	-19.373	1	0.0297	0.965	0.864	0.21	0.737	105.644	54773	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 27. Vivace	Ludwig van Beethoven	CLASSICAL
28	0.684	0.533	0	-18.497	1	0.0569	0.983	0.76	0.14	0.967	138.668	58387	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 28. Allegro	Ludwig van Beethoven	CLASSICAL
29	0.561	0.0325	5	-23.966	0	0.078	0.993	0.926	0.15	0.187	80.473	70240	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 29. Adagio ma non troppo	Ludwig van Beethoven	CLASSICAL
30	0.577	0.0393	8	-27.626	1	0.0496	0.994	0.875	0.102	0.331	100.661	110827	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 30. Andante, sempre cantabile	Ludwig van Beethoven	CLASSICAL
31	0.283	0.0537	8	-26.297	1	0.0375	0.99	0.879	0.0893	0.111	69.897	233813	3	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 31. Largo, molto espressivo	Ludwig van Beethoven	CLASSICAL
32	0.301	0.412	8	-18.041	1	0.0354	0.979	0.732	0.113	0.31	146.549	176120	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 32. Fugue. Allegro	Ludwig van Beethoven	CLASSICAL
33	0.365	0.126	0	-22.838	1	0.0419	0.988	0.906	0.11	0.173	131.301	242147	4	33 Variations in C Major, Op. 120 on a Waltz by Diabelli: Var. 33. Tempo di Minuet moderato	Ludwig van Beethoven	CLASSICAL
34	0.546	0.0119	5	-26.687	1	0.0475	0.995	0.949	0.0622	0.182	65.454	105827	3	6 Piano Variations in F Major, Op. 34: Thema. Adagio	Ludwig van Beethoven	CLASSICAL
35	0.305	0.17	2	-21.347	1	0.0337	0.991	0.885	0.112	0.348	109.946	103547	4	6 Piano Variations in F Major, Op. 34: Variation I	Ludwig van Beethoven	CLASSICAL
36	0.435	0.194	10	-20.129	1	0.0425	0.989	0.928	0.139	0.745	109.885	65560	4	6 Piano Variations in F Major, Op. 34: Variation II. Allegro ma non troppo	Ludwig van Beethoven	CLASSICAL
37	0.42	0.191	7	-22.372	1	0.0483	0.993	0.884	0.137	0.625	118.018	83387	4	6 Piano Variations in F Major, Op. 34: Variation III. Allegretto	Ludwig van Beethoven	CLASSICAL
38	0.471	0.159	3	-20.691	1	0.0422	0.988	0.852	0.145	0.329	88.93	85867	4	6 Piano Variations in F Major, Op. 34: Variation IV. Tempo di menuetto	Ludwig van Beethoven	CLASSICAL
39	0.409	0.138	0	-17.297	0	0.0388	0.988	0.877	0.118	0.104	97.577	159347	3	6 Piano Variations in F Major, Op. 34: Variation V. Marcia. Allegretto	Ludwig van Beethoven	CLASSICAL
40	0.352	0.141	5	-21.121	1	0.0442	0.979	0.93	0.108	0.164	113.82	283093	4	6 Piano Variations in F Major, Op. 34: Variation VI. Coda. Allegretto	Ludwig van Beethoven	CLASSICAL
41	0.357	0.292	5	-16.674	0	0.0404	0.993	0.87	0.0962	0.37	119.582	217813	4	Piano Sonata No. 1 in F Minor, Op. 2 No. 1: I. Allegro	Ludwig van Beethoven	CLASSICAL
42	0.385	0.12	5	-21.406	1	0.0424	0.994	0.926	0.0984	0.188	102.762	271800	4	Piano Sonata No. 1 in F Minor, Op. 2 No. 1: II. Adagio	Ludwig van Beethoven	CLASSICAL
43	0.418	0.234	5	-18.747	0	0.0436	0.995	0.928	0.099	0.65	109.982	158347	1	Piano Sonata No. 1 in F Minor, Op. 2 No. 1: III. Menuetto. Allegretto	Ludwig van Beethoven	CLASSICAL
44	0.385	0.322	5	-16.768	0	0.0307	0.994	0.895	0.682	0.233	109.319	304667	4	Piano Sonata No. 1 in F Minor, Op. 2 No. 1: IV. Prestissimo	Ludwig van Beethoven	CLASSICAL
45	0.344	0.313	9	-17.073	1	0.04	0.995	0.923	0.0993	0.397	70.772	391733	4	Piano Sonata No. 2 in A Major, Op. 2 No. 2: I. Allegro vivace	Ludwig van Beethoven	CLASSICAL
46	0.401	0.0634	2	-21.984	1	0.0364	0.996	0.938	0.0833	0.275	93.164	326400	4	Piano Sonata No. 2 in A Major, Op. 2 No. 2: II. Largo appassionato	Ludwig van Beethoven	CLASSICAL
47	0.424	0.197	9	-19.125	1	0.0359	0.995	0.901	0.132	0.314	92.224	189427	1	Piano Sonata No. 2 in A Major, Op. 2 No. 2: III. Scherzo (Allegretto)	Ludwig van Beethoven	CLASSICAL
48	0.258	0.314	9	-18.804	1	0.0376	0.992	0.917	0.633	0.249	113.423	379907	3	Piano Sonata No. 2 in A Major, Op. 2 No. 2: IV. Rondo (Grazioso)	Ludwig van Beethoven	CLASSICAL
49	0.302	0.312	7	-15.872	1	0.0403	0.994	0.899	0.0881	0.309	152.948	593187	4	Piano Sonata No. 3 in C Major, Op. 2 No. 3: I. Allegro con brio	Ludwig van Beethoven	CLASSICAL
0	0.517	0.215	9	-19.564	1	0.0417	0.99	0.933	0.114	0.724	116.382	221547	4	Piano Sonata No. 11 in A Major, K. 331: III. Allegretto	Wolfgang Amadeus Mozart	CLASSICAL
1	0.371	0.149	0	-24.082	1	0.0407	0.991	0.874	0.0795	0.712	106.331	98933	4	"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": III. Rondo (Allegretto)"	Wolfgang Amadeus Mozart	CLASSICAL
2	0.287	0.147	0	-22.928	1	0.0339	0.992	0.94	0.0952	0.619	138.717	253840	4	"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": I. Allegro"	Wolfgang Amadeus Mozart	CLASSICAL
3	0.372	0.188	9	-21.656	0	0.0391	0.992	0.916	0.0803	0.524	109.039	166240	4	Piano Sonata No. 8 in A Minor, K. 310: III. Presto	Wolfgang Amadeus Mozart	CLASSICAL
4	0.442	0.0967	0	-25.676	0	0.0408	0.995	0.906	0.0969	0.499	123.564	204000	4	Piano Sonata No. 4 in E-Flat Major, K. 282: III. Allegro	Wolfgang Amadeus Mozart	CLASSICAL
5	0.369	0.124	0	-24.149	0	0.0495	0.992	0.871	0.116	0.139	132.971	273467	4	Piano Sonata No. 14 in C Minor, K. 457: III. Allegro assai	Wolfgang Amadeus Mozart	CLASSICAL
6	0.594	0.142	10	-23.017	1	0.0673	0.995	0.905	0.0799	0.758	134.409	224000	4	Piano Sonata No. 16 in B-Flat Major, K. 570: III. Allegretto	Wolfgang Amadeus Mozart	CLASSICAL
7	0.443	0.0471	10	-26.014	1	0.047	0.994	0.953	0.0963	0.408	139.082	242000	1	Piano Sonata No. 4 in E-Flat Major, K. 282: II. Menuetto I-II	Wolfgang Amadeus Mozart	CLASSICAL
8	0.502	0.0308	5	-26.86	1	0.063	0.995	0.915	0.0805	0.312	72.88	284000	4	Piano Sonata No. 12 in F Major, K. 332: II. Adagio	Wolfgang Amadeus Mozart	CLASSICAL
9	0.449	0.0814	5	-25.182	1	0.0485	0.994	0.931	0.0931	0.458	138.831	276000	4	Piano Sonata No. 2 in F Major, K. 280: III. Presto	Wolfgang Amadeus Mozart	CLASSICAL
10	0.332	0.113	2	-22.117	1	0.0365	0.992	0.928	0.0661	0.49	148.174	288000	4	Piano Sonata No. 17 in D Major, K. 576: III. Allegretto	Wolfgang Amadeus Mozart	CLASSICAL
11	0.419	0.0553	10	-26.461	1	0.0565	0.994	0.858	0.181	0.467	148.405	306493	4	Piano Sonata No. 3 in B-Flat Major, K. 281: III. Rondeau (Allegro)	Wolfgang Amadeus Mozart	CLASSICAL
12	0.436	0.108	2	-22.803	1	0.0424	0.994	0.922	0.143	0.565	133.636	309000	1	Piano Sonata No. 17 in D Major, K. 576: I. Allegro	Wolfgang Amadeus Mozart	CLASSICAL
13	0.283	0.148	10	-19.685	1	0.0416	0.988	0.084	0.0703	0.615	76.957	266293	4	Violin Sonata No. 26 in B-Flat Major, K. 378: III. Rondo (Allegro)	Wolfgang Amadeus Mozart	CLASSICAL
14	0.358	0.0595	4	-21.133	0	0.0408	0.986	0.00919	0.112	0.196	128.649	309600	3	Violin Sonata No. 21 in E Minor, K. 304: II. Tempo di minuetto	Wolfgang Amadeus Mozart	CLASSICAL
15	0.418	0.128	9	-18.722	1	0.0377	0.989	0.857	0.104	0.388	166.663	337520	4	"Piano Concerto No. 26 in D Major, K. 537 ""Coronation"": II. Larghetto - Live"	Wolfgang Amadeus Mozart	CLASSICAL
16	0.409	0.0777	7	-22.231	1	0.0453	0.986	0.00226	0.0869	0.531	102.654	323667	4	Violin Sonata No. 18 in G Major, K. 301: II. Allegro	Wolfgang Amadeus Mozart	CLASSICAL
17	0.433	0.0328	9	-26.082	1	0.0521	0.995	0.923	0.125	0.247	105.962	330000	4	"Piano Sonata No. 6 in D Major, K. 284 ""Dürnitz"": II. Rondeau en Polonaise (Andante)"	Wolfgang Amadeus Mozart	CLASSICAL
18	0.204	0.0306	3	-25.45	1	0.0435	0.983	0.122	0.106	0.203	166.294	342373	4	Violin Sonata No. 26 in B-Flat Major, K. 378: II. Andantino sostenuto e cantabile	Wolfgang Amadeus Mozart	CLASSICAL
19	0.363	0.0155	7	-25.693	1	0.0433	0.994	0.934	0.0677	0.287	75.498	356000	4	Piano Sonata No. 9 in D Major, K. 311: II. Andantino con espressione	Wolfgang Amadeus Mozart	CLASSICAL
20	0.404	0.0575	9	-24.704	1	0.0415	0.994	0.917	0.164	0.336	126.596	345920	3	Piano Sonata No. 11 in A Major, K. 331: II. Menuetto	Wolfgang Amadeus Mozart	CLASSICAL
21	0.335	0.0844	10	-20.903	1	0.0441	0.987	0.212	0.123	0.499	152.777	352000	3	Divertimento in B-Flat Major, K. 254: III. Rondeau (Tempo di menuetto)	Wolfgang Amadeus Mozart	CLASSICAL
22	0.476	0.109	0	-24.769	1	0.0531	0.995	0.836	0.116	0.446	116.481	328000	4	Piano Sonata No. 1 in C Major, K. 279: III. Allegro	Wolfgang Amadeus Mozart	CLASSICAL
23	0.456	0.033	2	-28.79	1	0.0559	0.993	0.927	0.0693	0.146	134.59	377000	4	Piano Sonata No. 17 in D Major, K. 576: II. Adagio	Wolfgang Amadeus Mozart	CLASSICAL
24	0.417	0.095	7	-24.197	1	0.042	0.994	0.916	0.239	0.592	136.739	337440	3	Piano Sonata No. 5 in G Major, K. 283: I. Allegro	Wolfgang Amadeus Mozart	CLASSICAL
25	0.343	0.124	10	-22.428	1	0.0497	0.972	0.0867	0.105	0.299	83.614	358000	4	Piano Trio in B-Flat Major, K. 502: III. Allegretto	Wolfgang Amadeus Mozart	CLASSICAL
26	0.403	0.0527	9	-24.978	1	0.0617	0.991	0.912	0.0876	0.0972	128.699	362933	4	Fantasia in D Minor, K. 397	Wolfgang Amadeus Mozart	CLASSICAL
27	0.456	0.0985	7	-23.46	1	0.0384	0.994	0.886	0.0785	0.593	135.59	372959	4	Piano Sonata No. 5 in G Major, K. 283: III. Presto	Wolfgang Amadeus Mozart	CLASSICAL
28	0.148	0.0324	5	-27.785	1	0.0393	0.986	0.908	0.0831	0.0813	68.333	370333	4	Piano Concerto No. 21 in C Major, K. 467: II. Andante	Wolfgang Amadeus Mozart	CLASSICAL
29	0.402	0.234	3	-20.433	1	0.0352	0.99	0.918	0.0677	0.451	113.441	360000	4	Piano Concerto No. 14 in E-Flat Major, K. 449: III. Allegro ma non troppo	Wolfgang Amadeus Mozart	CLASSICAL
30	0.292	0.0346	0	-25.155	1	0.0414	0.985	0.745	0.275	0.194	107.378	389000	3	Piano Trio in G Major, K. 496: II. Andante	Wolfgang Amadeus Mozart	CLASSICAL
31	0.218	0.0156	3	-28.825	1	0.0373	0.987	0.825	0.143	0.102	86.358	383920	4	Piano Concerto No. 27 in B-Flat Major, K. 595: II. Larghetto - Live	Wolfgang Amadeus Mozart	CLASSICAL
32	0.449	0.191	0	-24.231	1	0.0405	0.985	0.939	0.199	0.444	83.355	402000	4	Piano Concerto No. 21 in C Major, K. 467: III. Allegro vivace assai (Cadenza: Serkin)	Wolfgang Amadeus Mozart	CLASSICAL
33	0.465	0.037	0	-27.537	1	0.0536	0.994	0.92	0.0725	0.327	99.828	390000	4	Piano Sonata No. 5 in G Major, K. 283: II. Andante	Wolfgang Amadeus Mozart	CLASSICAL
34	0.397	0.028	5	-26.045	1	0.0621	0.994	0.914	0.127	0.206	75.083	397000	3	Piano Sonata No. 7 in C Major, K. 309: II. Andante, un poco adagio	Wolfgang Amadeus Mozart	CLASSICAL
